InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority
493983,SKU_1970,USB Cable,30,13/03/2024 12:00:00 AM,21.41,50530.0,United States,0.31,Bank Transfer,18.1,Electronics,Online,Returned,Royal Mail,Paris,Medium
941680,SKU_1101,White Mug,35,19/09/2021 09:00:00 AM,4.68,38778.0,Italy,0.1,Paypall,14.41,Accessories,Online,Not Returned,UPS,Amsterdam,High
227615,SKU_1268,Blue Pen,42,24/09/2023 06:00:00 AM,62.18,80495.0,Spain,0.01,Paypall,27.92,Stationery,Online,Not Returned,DHL,Berlin,Medium
601076,SKU_1794,Headphones,49,12/04/2020 07:00:00 AM,34.58,66702.0,Spain,0.33,Paypall,28.95,Electronics,Online,Not Returned,FedEx,Berlin,Medium
860084,SKU_1652,Notebook,11,17/07/2020 08:00:00 AM,11.11,76415.0,United States,0.06,Paypall,19.81,Stationery,Online,Not Returned,DHL,Paris,Low
744686,SKU_1299,USB Cable,8,18/05/2023 11:00:00 PM,31.38,23245.0,Netherlands,0.02,Paypall,25.6,Electronics,In-store,Returned,Royal Mail,Amsterdam,Low
985296,SKU_1454,Office Chair,33,28/04/2020 07:00:00 AM,3.16,11563.0,United States,0.18,Credit Card,20.6,Furniture,In-store,Not Returned,FedEx,London,Medium
174266,SKU_1905,Wireless Mouse,34,29/09/2024 01:00:00 AM,60.57,73955.0,Spain,0.37,Paypall,11.51,Electronics,In-store,Not Returned,FedEx,London,Low
286955,SKU_1971,T-shirt,22,06/12/2023 01:00:00 PM,99.62,55189.0,Australia,0.06,Bank Transfer,20.26,Apparel,In-store,Not Returned,FedEx,Berlin,High
168149,SKU_1340,Headphones,47,15/01/2025 01:00:00 AM,28.54,43191.0,Belgium,0.3,Paypall,28.83,Electronics,In-store,Not Returned,DHL,Amsterdam,Low
693130,SKU_1917,Blue Pen,49,25/08/2020 10:00:00 AM,41.02,89795.0,Germany,0.08,Paypall,5.32,Stationery,Online,Not Returned,FedEx,London,Low
536156,SKU_1980,Headphones,22,09/08/2021 07:00:00 AM,68.03,88750.0,Germany,0.27,Credit Card,10.45,Electronics,In-store,Not Returned,DHL,London,Low
284605,SKU_1302,Backpack,41,28/04/2025 01:00:00 PM,57.47,84114.0,France,0.23,Bank Transfer,24.59,Apparel,In-store,Not Returned,Royal Mail,Berlin,Low
141777,SKU_1133,Notebook,46,18/10/2020 12:00:00 AM,9.19,13781.0,Sweden,0.28,Credit Card,23.23,Stationery,Online,Not Returned,UPS,Amsterdam,Medium
594065,SKU_1222,USB Cable,37,10/04/2025 03:00:00 AM,81.12,29853.0,Italy,0.32,Credit Card,6.24,Electronics,Online,Not Returned,UPS,London,Low
241527,SKU_1019,Backpack,12,21/04/2024 11:00:00 AM,85.17,23252.0,Italy,0.41,Paypall,19.14,Apparel,Online,Not Returned,DHL,Rome,Low
851794,SKU_1687,Wall Clock,43,02/09/2021 05:00:00 AM,88.9,58135.0,United Kingdom,0.37,Paypall,11.06,Accessories,Online,Not Returned,UPS,Amsterdam,High
922244,SKU_1474,Wall Clock,44,19/02/2025 09:00:00 PM,32.2,98718.0,Sweden,0.44,Paypall,27.03,Accessories,Online,Not Returned,Royal Mail,Rome,Low
685581,SKU_1509,White Mug,25,14/04/2021 10:00:00 PM,6.4,38872.0,Germany,0.15,Paypall,29.06,Accessories,In-store,Not Returned,Royal Mail,Berlin,Low
174229,SKU_1233,Office Chair,13,08/12/2023 02:00:00 AM,72.41,84546.0,Germany,0.16,Bank Transfer,13.72,Furniture,In-store,Not Returned,DHL,Rome,Medium
651385,SKU_1389,Blue Pen,25,03/05/2025 02:00:00 PM,20.48,70336.0,France,0.14,Paypall,9.1,Stationery,Online,Not Returned,FedEx,London,Medium
934640,SKU_1231,Headphones,46,02/06/2025 07:00:00 PM,4.41,86478.0,Netherlands,0.15,Credit Card,14.88,Electronics,Online,Not Returned,DHL,Amsterdam,Medium
503777,SKU_1979,USB Cable,37,05/08/2020 06:00:00 PM,67.69,89745.0,Norway,0.44,Paypall,26.34,Electronics,In-store,Returned,DHL,Rome,High
651507,SKU_1807,Wall Clock,27,10/01/2022 01:00:00 PM,43.37,93113.0,Netherlands,0.4,Credit Card,28.87,Accessories,Online,Not Returned,DHL,London,Medium
669890,SKU_1313,Desk Lamp,17,01/11/2023 04:00:00 AM,83.99,88139.0,France,0.21,Paypall,21.18,Electronics,Online,Not Returned,Royal Mail,Rome,Medium
213632,SKU_1658,Wireless Mouse,8,22/01/2020 01:00:00 AM,68.94,90901.0,United Kingdom,0.38,Paypall,18.54,Electronics,In-store,Not Returned,DHL,Amsterdam,Medium
694670,SKU_1023,Headphones,25,11/08/2021 11:00:00 AM,92.69,39395.0,Australia,0.19,Paypall,13.76,Electronics,Online,Not Returned,FedEx,Rome,Low
722604,SKU_1900,USB Cable,41,17/09/2023 08:00:00 AM,47.36,68496.0,Netherlands,0.09,Paypall,26.6,Electronics,Online,Not Returned,Royal Mail,Paris,Low
634003,SKU_1770,Desk Lamp,41,26/04/2020 08:00:00 PM,40.6,89972.0,France,0.01,Bank Transfer,17.23,Electronics,Online,Not Returned,Royal Mail,Berlin,Low
419055,SKU_1582,Blue Pen,44,27/06/2021 07:00:00 AM,85.19,34545.0,Australia,0.06,Bank Transfer,23.12,Stationery,In-store,Not Returned,Royal Mail,Amsterdam,Low
411840,SKU_1273,Wall Clock,18,14/12/2024 08:00:00 PM,60.98,12781.0,Australia,0.22,Bank Transfer,15.53,Accessories,In-store,Not Returned,FedEx,Amsterdam,Low
119295,SKU_1520,T-shirt,24,15/08/2024 03:00:00 PM,30.17,49063.0,Spain,0.16,Paypall,8.4,Apparel,In-store,Not Returned,DHL,Paris,High
451261,SKU_1217,T-shirt,49,17/08/2025 01:00:00 PM,50.67,75689.0,Netherlands,0.2,Paypall,12.57,Apparel,In-store,Not Returned,Royal Mail,Amsterdam,Medium
573354,SKU_1763,Blue Pen,49,21/03/2023 12:00:00 PM,10.73,61432.0,Norway,0.28,Credit Card,6.33,Stationery,Online,Not Returned,DHL,Paris,High
204448,SKU_1245,Headphones,15,17/10/2022 07:00:00 PM,58.4,15168.0,Sweden,0.01,Paypall,14.7,Electronics,In-store,Not Returned,FedEx,Amsterdam,High
886460,SKU_1628,Wall Clock,43,01/03/2021 02:00:00 PM,63.78,64719.0,Portugal,0.07,Paypall,19.74,Accessories,In-store,Not Returned,Royal Mail,Berlin,Medium
778105,SKU_1905,Desk Lamp,13,25/05/2021 04:00:00 PM,21.74,20574.0,Netherlands,0.09,Credit Card,27.78,Electronics,Online,Not Returned,FedEx,Amsterdam,Low
701448,SKU_1427,Backpack,12,09/10/2022 01:00:00 AM,47.75,28366.0,Italy,0.01,Credit Card,11.38,Apparel,In-store,Not Returned,UPS,London,Medium
388683,SKU_1674,Blue Pen,18,19/02/2022 07:00:00 PM,90.91,74122.0,Australia,0.22,Credit Card,19.0,Stationery,In-store,Not Returned,FedEx,London,Low
760327,SKU_1100,White Mug,3,21/07/2020 05:00:00 AM,40.72,76234.0,Germany,0.24,Bank Transfer,12.45,Accessories,Online,Not Returned,UPS,Paris,Low
602972,SKU_1177,Desk Lamp,38,01/06/2023 06:00:00 PM,43.2,58264.0,United Kingdom,0.07,Paypall,8.26,Electronics,In-store,Not Returned,DHL,Berlin,Medium
978977,SKU_1150,Wireless Mouse,9,14/12/2021 11:00:00 PM,63.72,78038.0,Netherlands,0.27,Paypall,5.51,Electronics,Online,Not Returned,Royal Mail,London,Low
110699,SKU_1040,Wall Clock,41,26/04/2020 06:00:00 PM,72.89,56019.0,Australia,0.09,Credit Card,23.55,Accessories,Online,Not Returned,UPS,Rome,Medium
765334,SKU_1621,Headphones,48,07/08/2025 03:00:00 AM,16.37,23646.0,France,0.21,Paypall,17.32,Electronics,In-store,Not Returned,UPS,Amsterdam,Low
350703,SKU_1134,T-shirt,23,07/06/2021 07:00:00 PM,55.96,97617.0,Belgium,0.14,Bank Transfer,28.79,Apparel,In-store,Not Returned,DHL,London,Low
113448,SKU_1721,Desk Lamp,40,21/07/2022 08:00:00 AM,83.98,67469.0,United States,0.04,Paypall,14.63,Electronics,Online,Not Returned,UPS,Paris,High
472646,SKU_1358,Desk Lamp,20,11/04/2021 08:00:00 AM,20.09,66666.0,Australia,0.26,Credit Card,16.64,Electronics,Online,Returned,FedEx,Rome,High
277254,SKU_1926,Desk Lamp,20,30/03/2021 09:00:00 PM,80.48,91373.0,Italy,0.27,Bank Transfer,19.15,Electronics,In-store,Not Returned,FedEx,Berlin,High
329174,SKU_1379,Desk Lamp,24,10/01/2025 02:00:00 AM,85.12,94903.0,United States,0.48,Credit Card,24.63,Electronics,In-store,Not Returned,FedEx,Rome,Low
690381,SKU_1162,Desk Lamp,48,26/06/2020 12:00:00 PM,73.37,41230.0,Germany,0.2,Credit Card,18.49,Electronics,In-store,Not Returned,DHL,London,Medium
621272,SKU_1400,Wall Clock,6,18/05/2025 03:00:00 PM,30.82,62486.0,Sweden,0.35,Credit Card,22.83,Accessories,Online,Not Returned,FedEx,Paris,High
421096,SKU_1166,Headphones,48,14/11/2023 03:00:00 AM,38.51,18510.0,Spain,0.24,Bank Transfer,5.7,Electronics,In-store,Not Returned,UPS,Amsterdam,Medium
439126,SKU_1989,Blue Pen,6,18/01/2023 11:00:00 AM,71.26,17787.0,France,0.26,Paypall,23.14,Stationery,In-store,Not Returned,UPS,Paris,Medium
606906,SKU_1954,White Mug,33,04/07/2022 06:00:00 AM,12.94,27463.0,United Kingdom,0.01,Paypall,17.49,Accessories,In-store,Not Returned,DHL,Amsterdam,Medium
615340,SKU_1223,Office Chair,15,14/09/2021 02:00:00 AM,1.86,53345.0,United Kingdom,0.1,Bank Transfer,27.98,Furniture,Online,Not Returned,DHL,London,High
989629,SKU_1717,Office Chair,4,26/02/2025 08:00:00 PM,3.75,72389.0,Australia,0.14,Paypall,11.36,Furniture,Online,Not Returned,FedEx,Amsterdam,Low
765627,SKU_1134,T-shirt,25,16/02/2020 08:00:00 AM,65.26,13579.0,United States,0.34,Paypall,16.33,Apparel,In-store,Not Returned,FedEx,Amsterdam,Low
175547,SKU_1281,Notebook,20,21/06/2024 02:00:00 PM,14.9,64332.0,Spain,0.25,Credit Card,7.73,Stationery,Online,Not Returned,FedEx,Amsterdam,Medium
656387,SKU_1052,Notebook,22,04/01/2022 07:00:00 PM,32.98,88294.0,Australia,0.22,Bank Transfer,7.88,Stationery,In-store,Not Returned,DHL,Paris,High
503157,SKU_1727,Office Chair,7,04/09/2020 02:00:00 PM,51.99,18189.0,Germany,0.07,Bank Transfer,11.95,Furniture,In-store,Not Returned,DHL,Amsterdam,Medium
328071,SKU_1515,Wireless Mouse,13,10/03/2020 02:00:00 AM,34.16,29338.0,Belgium,0.24,Credit Card,19.67,Electronics,Online,Not Returned,UPS,Paris,High
729627,SKU_1433,White Mug,1,22/02/2025 07:00:00 PM,47.9,76117.0,France,0.11,Bank Transfer,11.22,Accessories,Online,Not Returned,Royal Mail,Paris,High
327870,SKU_1691,T-shirt,29,23/12/2023 11:00:00 PM,21.08,47431.0,Spain,0.3,Paypall,14.27,Apparel,Online,Not Returned,UPS,Rome,High
180066,SKU_1124,T-shirt,32,24/07/2023 01:00:00 PM,82.54,82548.0,Norway,0.18,Bank Transfer,11.27,Apparel,In-store,Not Returned,Royal Mail,Berlin,Low
306308,SKU_1713,USB Cable,31,25/02/2023 11:00:00 AM,8.07,97610.0,France,0.25,Paypall,21.61,Electronics,In-store,Returned,UPS,London,Medium
503150,SKU_1781,Desk Lamp,29,12/11/2022 09:00:00 PM,18.63,50282.0,Belgium,0.33,Bank Transfer,13.59,Electronics,Online,Returned,UPS,Rome,Low
364834,SKU_1154,T-shirt,22,07/05/2025 03:00:00 PM,28.64,22744.0,Netherlands,0.01,Paypall,9.09,Apparel,In-store,Not Returned,Royal Mail,Rome,Medium
251628,SKU_1487,Backpack,35,23/11/2022 11:00:00 AM,56.71,26380.0,Norway,0.41,Paypall,27.8,Apparel,Online,Not Returned,UPS,Berlin,Medium
409778,SKU_1899,Wall Clock,11,10/10/2024 03:00:00 PM,43.65,54044.0,Norway,0.31,Credit Card,22.64,Accessories,In-store,Not Returned,UPS,Rome,Medium
550900,SKU_1089,T-shirt,1,03/04/2024 07:00:00 PM,83.44,76077.0,Netherlands,0.27,Paypall,13.53,Apparel,Online,Not Returned,UPS,Paris,Medium
347511,SKU_1133,T-shirt,4,20/06/2025 11:00:00 PM,75.58,88666.0,Spain,0.44,Credit Card,18.39,Apparel,In-store,Not Returned,UPS,Berlin,Low
124071,SKU_1036,Desk Lamp,35,13/02/2020 12:00:00 AM,70.62,35865.0,France,0.08,Credit Card,6.41,Electronics,In-store,Not Returned,DHL,Paris,Low
348792,SKU_1027,Wall Clock,25,07/06/2022 04:00:00 PM,31.76,18751.0,Australia,0.28,Paypall,24.43,Accessories,Online,Not Returned,Royal Mail,London,High
518403,SKU_1672,Desk Lamp,12,19/12/2024 10:00:00 AM,55.58,71508.0,Portugal,0.11,Credit Card,29.64,Electronics,Online,Not Returned,DHL,Rome,High
673030,SKU_1628,T-shirt,1,04/05/2024 05:00:00 PM,91.26,23349.0,France,0.21,Bank Transfer,19.06,Apparel,Online,Not Returned,DHL,Amsterdam,Medium
982402,SKU_1125,Backpack,31,30/09/2024 05:00:00 AM,62.66,93886.0,Italy,0.07,Bank Transfer,13.86,Apparel,In-store,Not Returned,DHL,Paris,High
410250,SKU_1942,Office Chair,32,23/12/2022 10:00:00 PM,75.74,17861.0,Netherlands,0.46,Bank Transfer,17.71,Furniture,Online,Not Returned,Royal Mail,Rome,High
118403,SKU_1974,Headphones,10,29/07/2025 10:00:00 AM,62.27,27560.0,France,0.06,Bank Transfer,21.2,Electronics,Online,Not Returned,FedEx,Paris,High
240248,SKU_1568,USB Cable,19,31/03/2025 06:00:00 PM,48.56,50671.0,Portugal,0.25,Credit Card,21.45,Electronics,Online,Not Returned,FedEx,Rome,Medium
273532,SKU_1923,Blue Pen,27,02/03/2020 01:00:00 PM,69.33,53231.0,Spain,0.15,Credit Card,19.1,Stationery,In-store,Not Returned,FedEx,Paris,High
916615,SKU_1580,Blue Pen,9,21/01/2022 05:00:00 PM,49.11,38361.0,Netherlands,0.46,Credit Card,10.88,Stationery,Online,Not Returned,UPS,Paris,Low
695644,SKU_1948,White Mug,47,05/02/2021 01:00:00 PM,27.47,82282.0,United Kingdom,0.41,Paypall,21.1,Accessories,In-store,Not Returned,Royal Mail,Amsterdam,Medium
552655,SKU_1924,Wall Clock,37,24/02/2023 02:00:00 PM,63.68,72675.0,Belgium,0.39,Paypall,19.27,Accessories,In-store,Not Returned,FedEx,Berlin,Low
645735,SKU_1972,Office Chair,40,05/02/2020 02:00:00 PM,13.1,79353.0,Netherlands,0.06,Credit Card,14.51,Furniture,In-store,Not Returned,FedEx,London,Low
285534,SKU_1687,Backpack,33,27/12/2023 01:00:00 AM,32.48,75704.0,United States,0.33,Paypall,20.27,Apparel,In-store,Not Returned,Royal Mail,London,Medium
592049,SKU_1468,White Mug,17,23/02/2022 05:00:00 AM,21.79,76088.0,Norway,0.41,Paypall,9.09,Accessories,Online,Not Returned,Royal Mail,Rome,High
101379,SKU_1560,Desk Lamp,46,16/11/2021 08:00:00 AM,49.59,14070.0,France,0.29,Credit Card,13.65,Electronics,In-store,Not Returned,UPS,London,Low
502826,SKU_1598,USB Cable,45,25/03/2023 02:00:00 AM,36.36,61243.0,United States,0.36,Bank Transfer,23.15,Electronics,In-store,Not Returned,DHL,London,Low
605659,SKU_1878,Wireless Mouse,25,21/05/2020 04:00:00 PM,48.49,67318.0,Sweden,0.41,Paypall,24.72,Electronics,Online,Not Returned,UPS,Paris,Medium
261704,SKU_1681,Blue Pen,23,19/03/2022 06:00:00 AM,99.73,21250.0,Germany,0.34,Credit Card,20.07,Stationery,In-store,Not Returned,FedEx,Berlin,Low
153629,SKU_1988,Wall Clock,10,10/06/2022 05:00:00 AM,87.03,65572.0,Germany,0.03,Paypall,8.54,Accessories,Online,Not Returned,DHL,Rome,High
909450,SKU_1006,T-shirt,15,31/10/2024 12:00:00 AM,92.92,97960.0,Germany,0.19,Paypall,7.39,Apparel,In-store,Not Returned,Royal Mail,Rome,Medium
738172,SKU_1868,Wall Clock,12,29/07/2021 03:00:00 AM,34.82,98511.0,Sweden,0.27,Paypall,24.19,Accessories,In-store,Returned,UPS,Berlin,High
208684,SKU_1478,Backpack,21,16/04/2021 10:00:00 PM,29.76,35381.0,United Kingdom,0.03,Paypall,11.1,Apparel,In-store,Returned,UPS,Amsterdam,High
557359,SKU_1181,T-shirt,5,28/06/2023 09:00:00 AM,35.81,92414.0,Sweden,0.42,Credit Card,19.49,Apparel,Online,Not Returned,Royal Mail,Paris,High
589100,SKU_1393,Notebook,30,25/11/2022 11:00:00 PM,23.9,62304.0,Portugal,0.18,Paypall,13.09,Stationery,Online,Not Returned,UPS,Amsterdam,Medium
844976,SKU_1279,T-shirt,8,16/02/2022 12:00:00 AM,20.03,88060.0,France,0.35,Credit Card,24.51,Apparel,Online,Not Returned,Royal Mail,Paris,Medium
358090,SKU_1064,Notebook,33,12/02/2020 12:00:00 PM,18.75,50975.0,Belgium,0.47,Credit Card,7.27,Stationery,In-store,Returned,DHL,Paris,Medium
380398,SKU_1260,T-shirt,31,01/12/2022 07:00:00 AM,2.49,52411.0,United Kingdom,0.46,Paypall,18.69,Apparel,In-store,Not Returned,Royal Mail,Paris,Low
907359,SKU_1139,Notebook,40,28/03/2022 06:00:00 PM,7.12,72229.0,Sweden,0.48,Credit Card,17.03,Stationery,Online,Not Returned,Royal Mail,London,Low
789703,SKU_1144,T-shirt,38,19/12/2024 06:00:00 AM,31.53,42747.0,Italy,0.06,Bank Transfer,7.73,Apparel,Online,Not Returned,UPS,Berlin,High
548914,SKU_1555,USB Cable,34,14/08/2025 11:00:00 PM,58.95,68741.0,Portugal,0.24,Credit Card,17.71,Electronics,In-store,Not Returned,FedEx,Rome,Medium
682183,SKU_1129,USB Cable,35,16/02/2024 09:00:00 PM,96.52,33989.0,Spain,0.11,Paypall,25.86,Electronics,In-store,Not Returned,FedEx,London,High
572999,SKU_1475,Wireless Mouse,38,28/08/2023 08:00:00 AM,72.76,54223.0,Netherlands,0.47,Paypall,18.72,Electronics,In-store,Not Returned,DHL,Rome,Medium
546131,SKU_1100,USB Cable,23,24/07/2024 01:00:00 AM,23.02,23609.0,Sweden,0.37,Bank Transfer,15.2,Electronics,Online,Not Returned,UPS,Paris,Low
419674,SKU_1547,Notebook,6,04/10/2020 05:00:00 AM,90.29,94733.0,Sweden,0.22,Credit Card,12.14,Stationery,Online,Not Returned,Royal Mail,Amsterdam,Low
159117,SKU_1969,Office Chair,42,08/04/2023 11:00:00 AM,17.16,64052.0,Italy,0.25,Bank Transfer,18.93,Furniture,Online,Not Returned,UPS,Paris,High
852807,SKU_1092,Desk Lamp,34,07/07/2025 02:00:00 PM,67.96,48225.0,Belgium,0.08,Credit Card,27.95,Electronics,Online,Not Returned,Royal Mail,Paris,Low
813936,SKU_1566,Blue Pen,39,24/04/2020 12:00:00 PM,37.84,51736.0,France,0.5,Bank Transfer,29.49,Stationery,Online,Not Returned,UPS,Rome,High
737574,SKU_1689,Headphones,21,01/09/2022 11:00:00 PM,33.06,39267.0,Spain,0.27,Bank Transfer,6.43,Electronics,Online,Not Returned,Royal Mail,London,Low
933956,SKU_1750,White Mug,6,03/02/2025 12:00:00 PM,1.17,85491.0,United States,0.07,Paypall,5.55,Accessories,Online,Returned,UPS,London,Low
443227,SKU_1160,T-shirt,44,04/03/2024 11:00:00 AM,18.44,88726.0,Netherlands,0.29,Paypall,26.04,Apparel,In-store,Not Returned,DHL,Amsterdam,Low
103111,SKU_1677,Wall Clock,12,06/08/2024 07:00:00 PM,14.9,41316.0,Norway,0.41,Paypall,24.5,Accessories,Online,Not Returned,UPS,London,Low
356427,SKU_1593,Headphones,30,21/01/2021 08:00:00 PM,78.48,14326.0,Norway,0.5,Bank Transfer,12.05,Electronics,In-store,Not Returned,Royal Mail,Paris,Medium
516918,SKU_1047,Wireless Mouse,44,02/05/2024 11:00:00 AM,18.89,39991.0,Italy,0.06,Paypall,25.46,Electronics,Online,Returned,UPS,London,Medium
310339,SKU_1864,USB Cable,12,03/04/2023 11:00:00 AM,38.99,88077.0,Portugal,0.36,Bank Transfer,17.15,Electronics,In-store,Not Returned,UPS,Paris,High
167258,SKU_1523,Office Chair,7,26/02/2023 09:00:00 AM,58.76,18544.0,Belgium,0.3,Paypall,11.51,Furniture,Online,Not Returned,Royal Mail,Amsterdam,High
548852,SKU_1693,Wall Clock,17,18/05/2024 10:00:00 PM,19.39,70660.0,Portugal,0.26,Credit Card,12.31,Accessories,In-store,Not Returned,Royal Mail,Berlin,High
554906,SKU_1600,Backpack,14,15/07/2022 02:00:00 PM,33.97,44384.0,Norway,0.19,Bank Transfer,24.8,Apparel,Online,Not Returned,DHL,London,High
479647,SKU_1433,Office Chair,33,26/07/2023 09:00:00 PM,22.07,59423.0,Spain,0.36,Credit Card,21.05,Furniture,Online,Not Returned,Royal Mail,Rome,High
478809,SKU_1899,USB Cable,33,26/04/2024 01:00:00 AM,83.27,62444.0,Norway,0.05,Paypall,24.23,Electronics,In-store,Not Returned,Royal Mail,Amsterdam,Low
390525,SKU_1714,Headphones,7,04/02/2025 11:00:00 AM,48.27,63133.0,Australia,0.21,Credit Card,21.11,Electronics,Online,Not Returned,Royal Mail,Rome,Low
516561,SKU_1427,Desk Lamp,7,17/12/2020 10:00:00 PM,1.0,56360.0,Germany,0.48,Bank Transfer,25.82,Electronics,In-store,Not Returned,Royal Mail,Rome,Medium
268444,SKU_1162,USB Cable,19,09/03/2023 04:00:00 AM,71.17,81034.0,Belgium,0.04,Bank Transfer,14.28,Electronics,Online,Not Returned,Royal Mail,London,Medium
517933,SKU_1882,USB Cable,24,13/11/2023 08:00:00 AM,23.28,97461.0,United States,0.46,Bank Transfer,28.91,Electronics,Online,Not Returned,UPS,Rome,Low
576555,SKU_1375,Desk Lamp,40,30/11/2022 07:00:00 PM,47.03,51953.0,Spain,0.42,Bank Transfer,10.94,Electronics,In-store,Not Returned,DHL,Paris,Medium
811069,SKU_1478,White Mug,48,11/04/2023 10:00:00 PM,72.39,45458.0,Belgium,0.5,Credit Card,17.59,Accessories,Online,Not Returned,FedEx,Amsterdam,High
330502,SKU_1602,Headphones,3,02/10/2021 07:00:00 AM,7.86,98125.0,Portugal,0.03,Paypall,10.23,Electronics,In-store,Not Returned,FedEx,Berlin,Medium
428396,SKU_1984,Wall Clock,2,02/02/2022 11:00:00 AM,77.9,93470.0,United Kingdom,0.19,Paypall,22.34,Accessories,Online,Returned,DHL,Amsterdam,Medium
376551,SKU_1269,Office Chair,15,18/07/2025 02:00:00 AM,26.32,94235.0,Belgium,0.09,Bank Transfer,18.74,Furniture,Online,Returned,DHL,Paris,Medium
469604,SKU_1962,Backpack,35,14/06/2021 01:00:00 AM,89.36,54671.0,Portugal,0.2,Credit Card,13.63,Apparel,In-store,Not Returned,DHL,Rome,Low
781066,SKU_1789,Blue Pen,41,27/12/2022 12:00:00 PM,44.4,92505.0,Netherlands,0.27,Credit Card,10.01,Stationery,In-store,Not Returned,Royal Mail,Berlin,High
187073,SKU_1752,Desk Lamp,19,29/03/2022 05:00:00 AM,22.46,89009.0,Spain,0.37,Credit Card,10.5,Electronics,Online,Not Returned,FedEx,London,Medium
874426,SKU_1264,White Mug,2,09/04/2022 07:00:00 PM,76.49,52482.0,France,0.48,Paypall,22.71,Accessories,Online,Returned,UPS,Berlin,Medium
916831,SKU_1103,Wireless Mouse,24,23/03/2022 02:00:00 AM,95.05,69985.0,Netherlands,0.38,Credit Card,21.79,Electronics,In-store,Not Returned,FedEx,Paris,High
421898,SKU_1540,Wireless Mouse,18,19/10/2020 04:00:00 PM,49.31,72132.0,Netherlands,0.01,Credit Card,19.89,Electronics,In-store,Not Returned,DHL,Berlin,Low
394700,SKU_1777,Backpack,20,12/04/2020 12:00:00 AM,12.6,82394.0,France,0.2,Paypall,8.95,Apparel,In-store,Not Returned,FedEx,Berlin,Medium
412051,SKU_1037,Desk Lamp,26,23/07/2021 06:00:00 PM,96.07,45748.0,Italy,0.12,Paypall,29.46,Electronics,In-store,Not Returned,Royal Mail,Paris,Low
154203,SKU_1735,White Mug,19,19/09/2022 06:00:00 PM,84.21,67058.0,Netherlands,0.35,Paypall,12.79,Accessories,In-store,Not Returned,Royal Mail,London,Low
379986,SKU_1745,USB Cable,37,24/04/2024 12:00:00 AM,69.99,16741.0,Germany,0.19,Paypall,24.76,Electronics,Online,Not Returned,DHL,Amsterdam,Low
290697,SKU_1594,Backpack,39,22/04/2024 09:00:00 PM,75.81,16656.0,Norway,0.03,Credit Card,17.43,Apparel,Online,Not Returned,UPS,Berlin,Low
579764,SKU_1907,Wall Clock,42,05/03/2024 03:00:00 AM,25.63,81003.0,Spain,0.28,Bank Transfer,11.79,Accessories,In-store,Not Returned,FedEx,Rome,Low
545849,SKU_1312,Blue Pen,28,04/01/2025 09:00:00 AM,25.98,50141.0,Norway,0.24,Bank Transfer,28.13,Stationery,In-store,Not Returned,UPS,Paris,Medium
462246,SKU_1385,Blue Pen,31,19/04/2020 11:00:00 AM,65.06,68686.0,Netherlands,0.4,Bank Transfer,27.91,Stationery,Online,Not Returned,DHL,Berlin,High
768636,SKU_1755,Headphones,42,22/08/2025 07:00:00 AM,56.81,97156.0,Norway,0.03,Paypall,16.38,Electronics,In-store,Returned,Royal Mail,Rome,Low
567997,SKU_1944,Wall Clock,38,16/03/2022 01:00:00 PM,35.9,10215.0,Belgium,0.38,Bank Transfer,24.54,Accessories,Online,Not Returned,UPS,London,Medium
316750,SKU_1019,White Mug,33,30/09/2020 08:00:00 AM,34.78,87426.0,Spain,0.06,Bank Transfer,27.78,Accessories,Online,Not Returned,FedEx,Rome,Low
216909,SKU_1007,White Mug,29,25/07/2024 05:00:00 AM,77.82,98551.0,Germany,0.13,Paypall,24.75,Accessories,Online,Returned,FedEx,Amsterdam,Medium
954311,SKU_1660,Wall Clock,19,27/12/2024 04:00:00 PM,52.71,94128.0,Spain,0.39,Paypall,20.0,Accessories,In-store,Not Returned,FedEx,Rome,Medium
878351,SKU_1933,T-shirt,10,29/05/2025 03:00:00 PM,65.86,79455.0,Italy,0.5,Bank Transfer,19.8,Apparel,In-store,Not Returned,Royal Mail,Rome,Low
636785,SKU_1906,Notebook,31,23/09/2020 07:00:00 AM,43.36,64499.0,Netherlands,0.1,Paypall,22.18,Stationery,In-store,Not Returned,DHL,Berlin,Low
306946,SKU_1144,Office Chair,47,17/05/2022 12:00:00 AM,87.89,71968.0,France,0.33,Paypall,8.78,Furniture,In-store,Not Returned,FedEx,London,Low
592089,SKU_1457,Notebook,33,26/06/2022 11:00:00 PM,63.91,32363.0,United States,0.09,Paypall,5.65,Stationery,In-store,Not Returned,FedEx,London,High
963376,SKU_1609,Wall Clock,44,05/08/2022 08:00:00 AM,1.64,73218.0,Norway,0.01,Paypall,11.22,Accessories,Online,Not Returned,Royal Mail,Amsterdam,Medium
402114,SKU_1012,Blue Pen,8,24/12/2023 07:00:00 AM,34.59,86668.0,Sweden,0.4,Paypall,23.16,Stationery,In-store,Not Returned,UPS,Rome,Medium
445968,SKU_1033,Wall Clock,7,20/01/2022 06:00:00 PM,86.59,71817.0,Netherlands,0.25,Credit Card,15.47,Accessories,Online,Not Returned,UPS,Amsterdam,Medium
